id,filter,text_JP,text
formNote,feedback,"<b>フィードバックをありがとうございます！</b>

・Modの製作者様には申し訳ないのですが、ゲームの更新が頻繁に行われているため、Modのバージョンが古くなると表示が乱れたりエラーが出ることがあります。ゲームの挙動がおかしい場合、一度Modを外して起動してみてください。 

・日本語入力の文字化け、入力の不具合に関しては、ゲームエンジン(Unity)のバグの可能性が高いため、お手数ですがテキストエディタからコピペするなどしてご対応頂けると幸いです。

・調達依頼の調達品は名前が完全に一致している必要があります。例えば「花」と「白い花」は別のアイテムです。

・作者は中国語が話せないため、申し訳ないですが、日本語、もしくは英語でよろしくお願いいたします。

・うみみゃぁ！","<b>Thank you for your feedback!</b>

・ Due to frequent game updates, older versions of mods may cause display issues or errors. If you experience any strange behavior in the game, please try launching it without mods first. 

・ Procurement items in the procurement request must match the name exactly. For example, 'flower' and 'white flower' are considered different items.

・ The author can not speak Chinese, so please write in Japanese or English. We apologize for the inconvenience.

・ Umimyaa!"
formSummary,feedback,概要,Summary
formEmail,feedback,メールアドレス(任意),Email (optional)
formName,feedback,お名前(任意),Name (optional)
formDetail,feedback,詳細,Detail
formWarning,feedback,※ 報告の際にエラーログが自動的に送信されます。,※ Basic system information and error logs will be sent with your report.
formWarning2,feedback,Modを導入されている場合は、バグの報告の前にModを停止してご確認ください。,"If you have Mods installed, please disable them and check before reporting bugs."
formWarning3,feedback,"アイテムが拾えない、アイテムが消失した、請求書が届かない場合は
ヘルプの「よくある質問」をまずご確認ください。","If you can't pick up an item, there's a missing item or a tax bill
please first check the ""FAQ"" section in the help."
formLink1,feedback,ゲーム内ヘルプの「よくある質問」を開く,Open In-game FAQ
formLink2,feedback,"バグかな、こんな機能ないかなと思ったら、まずはDiscordで聞いてみましょう！
優しい妹たちがあなたの質問を待っています！","Think there might be a bug or missing feature?
Check in on Discord first! Cute younger sisters are waiting for your questions!"
nameBraced,feedback,#2『#1』,『#1』 #2
formSave,feedback,セーブデータの添付 (参考、再現できるデータがある場合),Attach a save data (if reference or reproducible data is available)
formScreenshot,feedback,現在のゲーム画面のスクリーンショットを添付,Attach a screenshot of the current game screen
formUpload,feedback,送信中...,Uploading...
"form_Bug ",feedback,"バグ、グリッチ、誤字 ","Bugs, Glitches, Typos"
"form_Glitch ",feedback,マ゙マ゙ァー,Ma..maa...
"form_Feedback ",feedback,フィードバック、感想,"Feedback, suggestions"
hideDepletedSpell,,ストックが枯渇した魔法を非表示,Hide depleted spells
sys_uploadConflict,system,同じIDのマップが存在し、パスワードが一致しない,"A map of the same ID exists,and the password does not match."
sys_uploadStart,system,アップロードを開始・・・,Started uploading...
sys_uploadUploading,system,まだアップロード中・・・,Still uploading...
sys_uploadSuccess,system,アップロードに成功した！,Uploaded successfully.
sys_uploadFail,system,アップロードに失敗した・・・,Upload failed...
sys_acv,system,"新しい実績が解除された。
<i>#1</i>","Unlocked a new achievement.
<i>#1</i>"
news_vote,news,世論調査,Public Opinion
news_weather,news,天気予報,Weather
news_fortune,news,今日の幸運の女神,Today's Goddess of Luck
news_news,news,冒険者の風の便り,Wind's Whisper
vote,news,投票,Vote
news_voteLeft,news,残り#1日,#1 Day#(s) left
news_date,news,"#1, #2, #3 First Edition","#1, #2, #3 First Edition"
news_credit,news,"Issued under the authority of Zane, the great King of Palmia","Issued under the authority of Zane, the great King of Palmia"
net_fetching,net,(取得中),(Fetching)
news_tellLuck,news,"今日の君の運勢は
「<b>#1</b>」だよ！だよ！
#2","Today, your fortune reads
'<b>#1</b>' !
#2"
news_feedflavor,news,ティリス速報 - 冒険者の訃報と吉報,Tidings of Adventurers - Tragedies and Triumphs
net_saveMap,net,ローカルに保存,Save Local
upload,net,アップロード,Upload
invalidInput,,無効な入力,Invalid Input
net_inputMapId,net,"マップ用のユニークなIDを設定してください。
アップロード時のファイル名になります。
他のマップとIDが重複すると登録できません。","Set a unique ID for the map.
This will also be the file name.
Duplicate IDs cannot be registered."
net_inputPassword,net,マップ用のパスワードを設定してください。,Set a password for the map.
net_mapSaved,net,#1にマップを保存した,Saved as #1.
net_nextUpload,net,#1秒後に再アップロード可能,Wait #1 second#(s)
card_deal,minigame,ディール,Deal
card_stand,minigame,スタンド,Stand
card_hit,minigame,ヒット,Hit
card_cancel,minigame,キャンセル,Cancel
card_exit,minigame,退室,Exit
bonus,codex,ボーナス,Bonus
ownedCards,codex,所持数,Owned
marketPrice,codex,市場価値,Value
kills,codex,殺害数,Kills
spawns,codex,出現数,Spawns
weakspot,codex,弱点,Weakspot
discovered,codex,発見済み x#1,Discovered x#1
undiscovered,codex,未発見,Undiscovered
addCards,codex,バックパックのカードを全て収集,Collect all cards from backpack
autoCollectCard,codex,拾ったカードを自動的収集,Auto-collect cards on pick
takeCard,codex,カードを取り出す,Take a card
codexBonus1,codex,アイテムドロップ率上昇 +#1,Item drop rate +#1
backerTree,backer,#2と刻まれた#1,#1 carved #2
backerRemain,backer,#2の#1,#1 of #2
filteredBacker,backer,名もなき冒険者,a forgotten adventurer
news_firstPage,,第一面,First Page
news_secondPage,,第二面,Second Page
news_contributors,,貢献者一覧,Contributors
signDisembark,,#3年 #1月#2日 ミシリア移民管理局により調印,"Signed #1/#2, #3, Sierra Tale, Mysilia Immigration office"
lore_unknown,,詳細は知られていない。,The details remain unknown.
_festival,,祭り,Festival
noyel_festival,,聖夜祭,Holy Night Festival
kapul_festival,,死者祭,Festival of the dead
olvina_festival,,月奏祭,Moonsong Festival
yowyn_festival,,収穫祭,Harvest Festival
ActChangeRideSkin,,騎乗スキン変更,Change Mount Skin
rideSkin,,騎乗スキン,Mount Skin
fertility,,肥沃度,Fertility
maxMinion,,ミニオン上限,Max Minions
maxAlly,,仲間上限,Max Allies
TargetTypeSelect,target,対象/全体,Target or Party
TargetTypeAny,target,視界,View
TargetTypeSelf,target,自身,Self
TargetTypeSelfParty,target,自身,Self
TargetTypeSelfAndNeighbor,target,隣接,Neighbor
TargetTypeGround,target,地面,Ground
TargetTypeChara,target,生物,Creature
TargetTypeEnemy,target,敵対生物,Hostile Creature
TargetTypeCard,target,オブジェクト,Object
TargetTypeParty,target,パーティー,Party
castChance,,成功率,Chance
pref_keepMusic,,演奏時に自動的に演奏を継続する,Automatically keep playing instrument while performing
pref_pickFish,,釣り時に自動的に釣果を拾う,Automatically pick fish when fishing
pref_autoEat,,グローバルマップで空腹時に自動的に食事をとる,"Automatically eat when hungry on the global map "
tactics,,作戦,Strategy
tactics_ally,,仲間の作戦,Ally Strategy
tactics_pref,,個人設定,Preference
GoalAutoCombat,,オート,Auto
header_autocombat,,オートコンバット,Auto Combat
at_dontWander,,戦闘時にあなたのそばから離れない,Always stay by you while in combat
at_behaviour,,オートコンバットの挙動,Auto Combat Behaviour
at_condition,,オートコンバットの中断条件,Auto Combat Abort Condition
at_allyDistance,,中立地帯では離れて追従する,Keep distance in civilized zones
at_end_itemLoss,,自分や仲間のアイテムが破壊された時に中断,Abort when an item you or your ally possesses is destroyed
at_end_kill,,ターゲットがいなくなった時に中断,Abort when target is lost
at_end_allyDead,,仲間が死んだ時に中断,Abort when your ally is dead
at_end_allyDying,,仲間が瀕死の時に中断,Abort when your ally is critically wounded
at_end_enemy_dead,,敵が死んだ時に中断,Abort when an enemy is dead
at_end_halfHP,,HPがオートコンバット開始時の半分以下になった時に中断,Abort when your HP drops to half from the start of auto combat
at_bUseFav,,お気に入り登録中のアビリティのみ使う,Use only favorite abilities
at_bUseHotBar,,ホットバーのアイテムやアビリティを使う,Use items and abilities in the hot bar
at_bUseInventory,,ホットバーに登録されていないアビリティを使う,Use abilities not in the hot bar
at_bDontMove,,遠隔行動を優先して行う,Prioritize remote actions and abilities
at_bCastParty,,全体回復と全体バフを使用する,Use buffs and heals to the entire party
at_bTurbo,,ターボモード（倍速）,Turbo Mode (2x Speed)
at_bDontChangeTarget,,攻撃するターゲットを途中で変えない,Don't change target
at_bDontChase,,ターゲットを追わない,Don't chase target
at_bDontAutoAttackNeutral,,中立NPCにはオートコンバットをしない,Don't auto-combat neutral NPCs
autocombat_type,,タイプ,Type
featEther,,[エーテル病] #1,[Ether] #1
altEnc,info,【#2】#3,【#2】#3
ingOption,,(任意),(Extra)
ingColor,,(色),(Color)
hintLearnAbility,,「#1」習得,"Learn ""#1"""
textBenefit,,信仰を深めることで、#1へのボーナス修正を受ける。,"Deepening your faith grants you the following bonus:
#1"
seed_rot,,#1は#2から#3を取り出した。,#1 extract(s) #3 from #2.
work_produce,,#1を生成 (#2%),Produce #1 (#2%)
infoWork,,仕事場: #1,Workplace: #1
infoHome,,自宅: #1,Home: #1
infoBed,,ベッド,Bed
dramaText_shop,,(店の規模:#1),(Shop Level: #1)
dramaText_town,,(街の発展度:#1),(Town Level: #1)
higherGround,,<size=14> (高所)</size>,<size=14> (Higher Ground)</size>
lowerGround,,<size=14> (低所)</size>,<size=14> (Lower Ground)</size>
fertilized,,(肥沃),(Fertilized)
defertilized,,(成長抑制),(Defertilized)
recipe_learnt,craft,(習得済みx#1)," (Learned x#1)"
_recipe_lv,craft,レシピLv: #1,Recipe Lv #1
_max_quality,craft,最大品質: #1,Max Quality #1
tipToggleHotbar,help,ボタンを押してホットバーのページを切り替え,Press this button to switch hotbar page
tipBackpack,help,所持品,Inventory
tipAbility,help,アビリティ,Ability
sender_header,,差出人：#1,Sender: #1
sender_unknown,,不明,"Unknown "
sender_post,,#1郵便局,#1 Post Office
startMode,embark,プロローグ,Prologue
shipping_info,,#2を#1オレンで出荷した。,Shipped #2 for #1 oren#(s).
questLimit,quest,進行中の依頼 #1/#2,Quests Taken #1/#2
parcel_mysiliaGift,,ミシリアからの返礼品,Token from Mysilia
parcel_salary,,給与,Salary
questSupplyOwned,quest,(所持),"(In possession) "
priority_hint,,優先度(高いほど優先),Priority (Higher=More Priority)
efficiency,,仕事効率,Efficiency
foodHuman,food,【人肉】,【Human Flesh】
foodUndead,food,【不浄】,【Tainted】
hotActionAutoDump,hotbar,自動整頓,Auto Dump
hotActionSleep,hotbar,バックパックのベッドを使う,Use bed in inventory
updateEQ,hotbar,装備セットを更新,Update Equipment Set
missingEQ,hotbar,(見つからない装備品),(Missing Equipment)
EQSet,hotbar,装備セット,Equipment Set
WindowLayout,hotbar,UIレイアウト,"UI Layout "
updateLayout,hotbar,UIレイアウトを更新,Update UI Layout
hotActionWindowLayout,hotbar,現在のUIレイアウトを記憶,Save Current UI Layout
memo_blank,widget,* ここにメモを残せる,* Leave your notes here
sketch_collected,journal,収集率 #1%,Collected #1%
vow_0,embark,"まだ世界に慣れていない冒険者にお勧め。

セーブやロードに制限はなく、開始後しばらくは死んでもペナルティを受けない。

各設定は後で自由に変更することができる。","Recommended for adventurers who are still getting used to the world.

There are no restrictions on saving or loading, and for a while after starting, death comes without penalties.

Each setting can be freely adjusted later."
vow_1,embark,"世界に慣れてきた冒険者にお勧め。

任意のタイミングでのセーブはできず、運命はあなたの決断と幸運の女神の気まぐれに委ねられている。

各設定は後で自由に変更することができる。","Recommended for adventurers who have grown familiar with the world.

You cannot save at any time, and your fate is left to your decisions and the whims of the goddess of fortune.

Each setting can be freely adjusted later."
vow_-1,embark,"誓約や摂理を自由に設定できる。

冒険開始時に設定した項目には実績トークンが与えられる。冒険の途中で設定を変更すると、そのトークンは失われる。","Oaths and principles can be freely configured.

Achievement tokens are granted for settings chosen at the start of an adventure. However, if you change these settings mid-adventure, the tokens will be lost."
emptySocket,,(空の改造ソケット),(Empty Mod Socket)
socket,,(改造: #1 Lv.#2),(Mod: #1 Lv.#2)
zako,,"ざこ,ざぁこざぁこ♪,ざ～こ,ざこざこざこざこ,ざこっ♪,ざっこ","Weakling.,Weaaakling.,Weaklingling♪,Weaakling♪,Weakliling!"
mokyu,,"もきゅっ♪,もきゅ,マ…マァ…,ママァ…,モキュ,もきゅ！","Mokyu.,Mokyuu.,Ma...maa...,Mamaa...,Mokyu!"
babu,,"バブー！,ばぶばぶ,ばぶ…,ばぶー,バブバブッ,ばぶ？","Baa-boo!,Ba-ba-baa,Ba-boo...,Baa-boo,Babu,Ba-ba-boo!,Babu?"
mimu,,"ぴ…,……ぴ,…ピ……,ぴぴ………,……ぴぽ","Pi…,……pi,…Pi……,pipi………,……pipo"
gameWait,config,ウエイト設定,Game Wait
gameWait_duration,config,ウエイト時間,Wait Time
waitOnMelee,config,近接攻撃時にウエイト,Wait On Melee Attack
waitOnRange,config,射撃時にウエイト,Wait On Ranged Attack
waitOnDebuff,config,デバフ時にウエイト,Wait On Debuff
bossLevel,widgetDate,"  <color=#FFCC88>#1の討伐</color>","  <color=#FFCC88>Slay #1</color>"
defenseWave,widgetDate,"  <color=#FFFF88>敵陣第#1波 危険度#3</color> (#2体殺害)","  <color=#FFFF88>Enemy Wave #1 Lv.#3</color> (#2 kill#(s2))"
defenseRetreat,widgetDate," <color=#88FF88>撤退可能！</color>"," <color=#88FF88>Retreat Possible!</color>"
defenseRetreating,widgetDate," <color=#AAFFFF>撤退中！</color>"," <color=#FFFF88>Retreating!</color>"
defenseAlly,widgetDate," <color=#AACCFF>援軍要請可能</color>"," <color=#AAAAFF>Reinforcement Available</color>"
eventMusic,widgetDate,"  <color=#A5FFEF>得点: #2 / #3　#1</color>","  <color=#A5FFEF>Score: #2 / #3　#1</color>"
eventHarvest,widgetDate,"  <color=#A5FFEF>納入した作物: #2 / #3　#1</color>","  <color=#A5FFEF>Delivered: #2 / #3　#1</color>"
end_soon,widgetDate,*終了間近*,*Ending Soon*
shrine_armor,,祠《堅牢》,shrine 《Armor》
shrine_replenish,,祠《休息》,shrine 《Replenish》
shrine_strife,,祠《争い》,shrine 《Strife》
shrine_material,,祠《#1の槌》,shrine 《#1 Hammer》
shrine_item,,祠《物》,shrine 《Thing》
shrine_knowledge,,祠《啓蒙》,shrine 《Enlightenment》
shrine_invention,,祠《車輪》,shrine 《Wheel》
faction_salary,,月給: #1オレン,Salary: #1 oren#(s) / Month
faction_rank,,ランク #1 (#2),Rank #1 (#2)
faction_contribution,,貢献度: #1 / #2,Contribution: #1 / #2
faction_benefit,,現在の特典,Current Benefits
faction_task,,タスク,Task
guild_fighter_task1,,・レアモンスターの討伐。,・ Hunting rare monsters.
guild_mage_task1,,・古文書の解読。,・ Deciphering ancient books.
guild_thief_task1,,・盗品の売却。,・ Selling stolen goods.
guild_merchant_task1,,・商人への投資。,・ Investing in merchants.
guild_fighter_benefit1,,・各種サービスの割引。,・ Discounts on various services.
guild_mage_benefit1,,・魔法書の値引き。,・ Discounts on spellbooks.
guild_thief_benefit1,,・盗品の売値修正。,・ Increased selling price of stolen goods.
guild_merchant_benefit1,,・商人への投資金額割引。,・ Decreased investing price in merchants.
guild_fighter_benefit2,,・賞金首討伐による懸賞金。,・ Bounty rewards for defeating wanted criminals.
guild_mage_benefit2,,・専門領域の変更サービス。,・ Domain change services.
guild_thief_benefit2,,・ブラックマーケットへのアクセス。,・ Access to the black market.
guild_merchant_benefit2,,・舶来商人へのアクセス。,・ Access to the exotic merchant.
guild_fighter_benefit3,,・賞金首の発生確率上昇。,・ Increased chance of bounty targets appearing.
guild_mage_benefit3,,・選択可能な専門領域の増加。,・ An additional domain to specialize.
guild_thief_benefit3,,・自然生成される家具の品質上昇。,・ Increased quality of naturally generated furniture.
guild_merchant_benefit3,,・投資した店の規模の上昇。,・ Increased shop level of invested shops.
guild_benefit_trainer,,・ギルドトレーナーの訓練割引。,・ Training discount from the guild trainer.
guild_benefit_feat,,・クラスフィートへのアクセス。,・ Access to class feats.
hintShared,,権限を変更(現在は共有中),Change Permission (Current: Shared)
hintPrivate,,権限を変更(現在はプライベート),Change Permission (Current: Private)
hearth_lv,,ホーム経験値,Home Exp
rank_income,,ランク報酬,Rank Income
rank_income2,,#1オレン /月,#1 orens / Month
hearth_dialog,,"

(アップグレード後の効果)
#1","

(Upgraded Effects)"
hearth1,,・強化なし,・ None.
hearth2,,"・運営力の増加
・最大住人数の増加
・建設モードの強化
・より強力な敵の襲撃","・ Increased admin points.
・ Increased population cap.
・ Enhanced building modes.
・ More powerful enemies."
hearth3,,・敵の攻撃による拠点のアイテム破壊防止,・ Prevention of item destruction in the base.
hearth4,,・第二の土地フィートの解放,・ Access to 2nd Land Feat.
hearth5,,・ネットワークの解放,・ Access to Network.
hearth6,,,
hearth7,,・第三の土地フィートの解放,・ Access to 3rd Land Feat.
landfeat,,土地の特徴,Land Trait
feat_network,,#1(ネットワーク),#1(Network)
contentLv,,危険度,Danger
landfeat_locked,,(未解放),(Not Unlocked)
forSale,," *売り出し中* (#1)"," *For Sale* (#1)"
forSale2,," *中のものを販売* "," *For Sale Inside* "
soldOut,," *売り切れ中(#1)* "," *#1 Sold Out* "
tourism_value,,観光価値,Tourism Value
heirloom_list,,家宝一覧(最大 #1),Heirlooms (Max #1)
activeFor,,(#1日間実施中),(Active for #1 day#(s))
stat_ship,,出荷,Shipment
stat_inn,,宿泊,Lodging
stat_visitor,,来客,Visitor
stat_tourism,,観光,Tourism
stat_shop,,お店,Shop
stat_tax,,住民税,Tax
stat_current,,現在(前月)の収入,Income - Current (Last) Month
tax_base,,基礎税金,Base Tax
tax_fame,,有名税,Fame Tax
tax_extra,,追加納税,Voluntary Tax
nextLevel,,次のレベル,Next Level
pasture,,牧草,Pasture
knownRecipe,,既知の製法,Known Productions
knownFuel,,燃料の候補,Possible Fuels
growth_nosun,,#1 (太陽光不足),#1 (No sun light)
growth_roof,,#1 (屋根で塞がれている),#1 (Blocked by roof)
growth_harvest,,収穫期の#1,#1 (Harvestable)
growth_mature,,成熟した#1,#1 (Mature)
growth_withered,,枯れた#1,#1 (Withered)
noRightClickClose,,右クリックで閉じない,Don't close with right-click
fixedSize,,ウィンドウサイズを固定,Fixed window size
fixedPos,,ウィンドウ位置を固定,Fixed window position
overflowing,,アイテムがあふれている！,Overflowing!
advDistribution,,高度な振り分け,Advanced Distribution
exceedParty,,連れすぎ,Crowded
exceedParty_tip,,"一緒に連れていける仲間の数を超過し、パーティー全体の速度が下がった状態。
現在の仲間: #1
仲間の最大数: #2","The number of companions exceeds the allowed limit, causing the entire party's speed to decrease.
Current companions: #1
Maximum companions: #2"
onlyRottable,,腐敗が進むアイテムのみ入れる,Only put items that decay
noRotten,,腐ったアイテムは入れない,Don't put rotten items
control,config,操作,Control
screen_width,config,幅,Width
screen_height,config,高さ,Height
fixedResolution,config,ウィンドウサイズを固定,Fixed Window Size
shipping_home,shipping,出荷元: #1,Shipped From: #1
shipping_result,shipping,出荷報告,Shipping Report
shipping_items,shipping,アイテム一覧,List of Shipped Items
shipping_price,shipping,出荷価格,Price
shipping_income,shipping,今回の出荷額,Today's Income
shipping_total,shipping,累計出荷額,Shipped Total
shipping_nextGold,shipping,次の金塊  #1 / #2,Next Gold Bar  #1 / #2
shipping_hearth,shipping,Lv #1  #2%,Lv #1  #2%
growth_bonus,,成長,Growth
upgraded,,「#1」を覚えた。,"Learned ""#1"""
feat_inferior,,遺伝子: #1/#2  劣性遺伝子: #3,Gene: #1/#2  Inferior Gene: #3
feat_pet,,フィートポイント: #1  使用済み: #2,Feat Points: #1  Spent: #2
feat_pet_halt,,成長を保留する,Halt Growth
feat_pet_type1,,大器晩成型,Late bloomer
feat_pet_type2,,早熟型,Early bloomer
feat_pet_type1_hint,,素の能力で生まれた個体。大事に育てると才能が目覚める。,"Born with only its innate abilities, capable of awakening if raised with care."
feat_pet_type2_hint,,既に強化、または成長された状態で生まれた個体。,"
Born already enhanced or in a developed state."
petawaken1,,「絆の覚醒」の条件はまだ満たしていない。,"The conditions for the ""Awakening of Bond"" have not been met yet."
petawaken2,,「絆の覚醒」の条件を満たしている。,"The conditions for the ""Awakening of Bond"" have been met."
nextRestock,,#1 <size=14>(次回入荷 #2後)</size>,#1 <size=14>(#2 till next restock)</size>
important_on,,大事なものに指定する,Mark as important
important_off,,大事なものの指定を外す,Unmark as important
ticketNotIntended,," *交換非推薦品"," *Not Intended For Exchange"
exmine_item,,(#1キーで詳細を表示),(Press #1 to examine)
toggleSnowTexture,,積雪切り替え,Toggle Snow
traitOther,,(その他#1個の特性),(#1 other traits)
catFilterType,,カテゴリメニュー,Category Menu
catFilterType_Main,,メインカテゴリ,Main Category
catFilterType_Sub,,サブカテゴリ,Sub Category
catFilterType_Exact,,マイナーカテゴリ,Minor Category
catFilterType_None,,表示しない,Don't show
chest_fridge,,冷蔵#1,cooler #1
hint_TraitToolHammer,,それはアイテムを解体することができる。,It can dismantle items.
hint_TraitToolSickle,,それは作物の種を刈り取ることができる。,It can harvest crop seeds.
hint_TraitToolShears,,それは動物の毛を刈ることができる。,It can shear animal fur.
hint_TraitToolWaterCan,,それは水を汲むことができる。,It can draw water.
hint_TraitToolWaterCan2,,それは水を撒くことができる。,It can water plants.
hint_TraitBroom,,それは地面を掃除することができる,It can clean the ground.
hint_TraitToolWaterPot,,それは水を汲むことができる。,It can fetch water.
hint_TraitToolWaterPot2,,それは水場を生成することができる,It can create a water source.
conquered,," *制覇* "," *Conquered* "
qualityLimit,," (最大 #1)"," (Max #1)"
noResult,,一致する情報が見つかりません,No matching information was found.
maxResult,,（50件以上の検索結果は省略されます）,(Results exceeding 50 items are omitted.)
version,,バージョン,Version
date_game,,ゲーム時間,Game Date
date_real,,現実時間,Real Date
demo,," (体験版)"," (Demo)"
hasBounty,," <color=#AAFFAA>(賞金首)</color> "," (Wanted!) "
milkBaby,," <color=#AAFFAA>(幼児)</color> "," (Baby) "
feat_reset,,成長をリセット,Reset Growth
dna_Inferior,,劣性,inferior
dna_Superior,,優性,superior
progress_finish,,完了,Done
gene,,#1の遺伝子 #2,#1 Gene #2
gene_info,,《#1の記憶》 #2,《Memory of #1》 #2
gene_info_brain,,《#1番シナプス》 #2,《Synapse No.#1》 #2
gene_note,,遺伝子: #1/#2  FP: #3/#4,Gene: #1/#2  FP: #3/#4
about,,EA版について,About EA Version
please_buy,,買っていってね！,Please purchase if you liked Elin!
order_fight,,ガンガンいこうぜ！,Go all out!
order_wait,,待機しろ！,Wait and hold!
order_heal,,命を大事に！,Heal yourself!
order_ally,,命令,Order
removeAllCloth,,全て脱がす,Undress
trackCraft_title,widget,#1のレシピ (#2),Recipe of #1 (#2)
trackCraft_met,widget,"〇 ","〇 "
distFilter,,単語でフィルター,Word Filter
distFilter2,,<color=teal>★</color> 単語でフィルター (#1),<color=teal>★</color> Word Filter (#1)
distFilter3,,"指定した単語が含まれたアイテムが振り分け対象になる。
','区切りで複数指定可能、'-'を先頭につけると除外。
'+'を先頭につけるとカテゴリに関わらず常に振り分け。","Items containing the specified words will be distributed.
Multiple words can be specified, separated by commas. Prefix with '-' to exclude.
Prefix with '+' to always include regardless of category."
mb_invalidLV,,(ボールのレベル不足),(Insufficient ball level)
copyContainer,,コンテナ設定をコピー,Copy Container Setting
pasteContainer,,コンテナ設定を貼り付け(#1),Paste Container Setting (#1)
placeContainerCenter,,新しいコンテナを開くとき中央に配置する,Open new container window in the center
deliverCategory,,(カテゴリ),(Category)
mobPity,,みじめな尊厳,your dignity
showWeaponIndex,,武器の優先度を表示,Show Weapon Index
gen_broken,,ショートした#1,shorted #1
dvpv,,DV/PV,DV/PV
zone_peace,,(停戦中),(Peace)
add_search_word,,追加,Add
additional_trait,,追加特性,Added Traits
assignBed,,ベッドの割り当て,Assign Bed
gene_hint,,合成コスト,Gene Cost
gene_hint_slot,,遺伝子枠: #1 → #2 (最大 #3),Slot: #1 → #2 (Max #3)
gene_hint_cost,,フィートポイント: #1 → #3,Feat Point: #1 → #3
fixedFactionSkill,,(固定値),(Fixed Value)
tempStrengthen,,一時的強化,Temporary Boost
tempWeaken,,一時的弱体,Temporary Weakness
margin,,マージン,Margin
cloud_conflict,,"同名のIDのセーブデータ、もしくは
バックアップデータが既に存在します。","A save data or backup data with
the same ID already exists. "
toggleCloud,,クラウド切り替え,Toggle Cloud
toCloud,,クラウド化,Switch Cloud
change_id,,IDの変更,Rename ID
fromCloud,,脱クラウド,Switch Cloud
enemySpeedBuff,,深淵の加護,Blessing of the Abyss
parasiteSpeed,,共生ペナルティ,Symbiosis Penalty
rideSpeed,,騎乗による速度固定 (#1),Riding Speed Lock (#1)
minSpeed,,下限速度 (#1),Lower Speed Limit (#1)
umimyaaThankyou,,うみみゃあ！ありがとうね！ね！,Umimyaa! Thank you!
download_wallpaper,,壁紙をダウンロード,Download Wallpaper
portrait_gender,,性別,Gender
portrait_unique,,ユニーク,Unique
OpenCustomFolder,,差し替えフォルダを開く,Open My Custom Folder
showAllFeat,,全て表示,Show All
showAllFeat_tips,,取得条件を満たしていないフィートも表示します。,Display feats that do not meet acquisition requirement as well.
featReq,,取得条件,Requirement:
advDefeated,,(#1勝),(#1 win#(s))
fortuneroll_prize,,今月の目玉景品,Prizes of the Month
fortuneroll_claimed,,(品切れ),(Out of Stock)
fortuneroll_lose,,粗品,Humble Gift
lucky_month,,*幸運の月*,*Lucky Month*
placeBeforeWidget,,ウィジェットの奥に表示,Display behind the widget
warnCloud,,"クラウドセーブは現在試験中です。
定期的にマニュアルバックアップをお取りください。","Cloud saves are currently in testing.
Please make regular manual backups. "
hintWorldSetting,,"ここでは冒険の難易度が調整できます。
後からでも変更できるので
最初はこのまま「決定」して冒険を開始しましょう。","Here you can adjust the world's difficulty.
You can also change it later.
For your first adventure, just press ""Create"" to begin. "
pp_scaleQuest,,固定コンテンツの難易度を名声により上昇させる,Scale difficulty of static content with fame
pp_scaleQuest_hint,,"固定コンテンツ（メイン・サブクエストのダンジョンなど）の難易度は
通常は固定されていますが、この誓約が有効な時は
プレイヤーの名声が高くなるほど難易度も上昇するようになります。","The difficulty of static content (such as main and sub quest dungeons) is usually fixed,
but with this oath active, it will also rise in proportion to the player’s fame."
pp_template,,難易度,Difficulty
pp_custom,,カスタム設定,Custom Setting
pp_disableDeathPenaltyProtection,,冒険開始後の死亡ペナルティ保護期間を設けない,No initial death penalty protection
pp_tax,,納税の義務,Duty to pay taxes
pp_disableManualSave,,手動でのセーブとロードを禁止する,Manual saving and loading are prohibited
pp_disableUsermapBenefit,,ユーザーマップでのルートや採取を禁止する,Limit beneficial actions in user map
pp_permadeath,,*永遠の死*（死亡時セーブデータ消失）,*Permadeath* (Save data wiped on death)
pp_opMilk,,猛威をふるう乳,Dominating milk
pp_realAdv,,残酷な世界 (Coming Soon),Cruel World (Coming Soon)
pp_realAdv_hint,,"<i>この世界は残酷だ…そして…とても美しい</i>

このモードでは、世界の難易度は本来想定されていたバランスに調整されます。
詳しくはヘルプの「残酷な世界」（まだ未追加）を参照してください。
EA専用のオプションです。","<i>This world is cruel, but it is also very beautiful.</i>

In this mode, the world’s difficulty is adjusted to the balance originally intended.
For more details, see the Help section on “Cruel World” (not yet available).
This is an option exclusive to Early Access."
economy,,経済,Economy
pp_infiniteMarketFund,,オレンの流通の無限化,Infinite oren circulation
pp_Workaround,,抜け道（プレイヤー有利化）,Workaround  (Player Advantages)
pp_Oath,,誓約（縛り）,Oath (Challenges)
pp_dropRate,,ボスからのドロップ倍率,Boss Loot Multiplier
pp_petFeatExp,,仲間のフィート経験値倍率,Ally Feat Exp Multiplier
pp_showWorkaround,,全ての摂理を表示,Show All Laws
pp_disableVoidBlessing,,敵は深淵の加護を受けない,Enemies do not recieve Blessing of the Abyss
pp_disableVoidBlessing_hint,,"敵のレベルが1000を超えた時の
「深淵の加護」による敵の速度の上昇を無効にします。","Prevents the enemy's speed from rising
when their level goes beyond 1000."
pp_enableDamageReduction,,高レベル帯での敵の与えるダメージを減衰する,Dampen enemy damage in the higher level range
